timestamp_sec,timestamp_hms,ram_mb
137.91,0:02:17,67.01
138.91,0:02:18,67.27
139.91,0:02:19,67.72
140.91,0:02:20,68.23
141.91,0:02:21,69.01
142.91,0:02:22,69.52
143.91,0:02:23,70.49
144.91,0:02:24,71.26
145.91,0:02:25,72.48
146.91,0:02:26,73.52
150.84,0:02:30,75.00
151.84,0:02:31,82.46
152.84,0:02:32,84.98
153.84,0:02:33,88.20
154.84,0:02:34,91.48
155.84,0:02:35,95.47
156.84,0:02:36,99.98
157.84,0:02:37,105.17
158.84,0:02:38,110.95
159.84,0:02:39,117.72
160.84,0:02:40,125.36
161.84,0:02:41,133.98
162.84,0:02:42,143.98
163.84,0:02:43,155.46
164.84,0:02:44,168.52
165.84,0:02:45,183.41
166.84,0:02:46,200.42
167.84,0:02:47,219.87
168.84,0:02:48,242.09
169.84,0:02:49,267.47
170.84,0:02:50,296.48
171.84,0:02:51,329.62
172.84,0:02:52,367.50
173.84,0:02:53,410.78
174.84,0:02:54,460.23
175.84,0:02:55,516.75
176.84,0:02:56,581.43
177.84,0:02:57,655.23
178.84,0:02:58,739.55
179.84,0:02:59,835.91
180.85,0:03:00,946.02
181.85,0:03:01,64.44
185.78,0:03:05,64.44
186.78,0:03:06,64.70
187.78,0:03:07,64.70
188.78,0:03:08,64.95
189.78,0:03:09,64.95
190.78,0:03:10,65.21
191.78,0:03:11,65.21
192.78,0:03:12,65.47
193.78,0:03:13,65.73
194.78,0:03:14,65.98
195.78,0:03:15,66.24
196.78,0:03:16,66.50
197.78,0:03:17,66.76
198.78,0:03:18,67.27
199.78,0:03:19,67.72
200.78,0:03:20,68.24
201.78,0:03:21,68.75
202.78,0:03:22,69.53
203.78,0:03:23,70.23
204.78,0:03:24,71.27
205.78,0:03:25,72.23
206.78,0:03:26,73.52
207.78,0:03:27,74.74
208.78,0:03:28,76.22
209.78,0:03:29,77.96
210.78,0:03:30,79.96
211.78,0:03:31,82.21
212.78,0:03:32,84.98
213.78,0:03:33,87.94
214.78,0:03:34,91.23
215.78,0:03:35,95.22
216.78,0:03:36,99.72
220.72,0:03:40,104.88
221.72,0:03:41,132.95
222.72,0:03:42,142.84
223.72,0:03:43,153.98
224.72,0:03:44,166.89
225.72,0:03:45,181.55
226.72,0:03:46,198.30
227.72,0:03:47,217.44
228.72,0:03:48,239.31
229.72,0:03:49,264.30
230.72,0:03:50,292.86
231.72,0:03:51,325.48
232.72,0:03:52,362.77
233.72,0:03:53,405.37
234.72,0:03:54,454.05
235.72,0:03:55,509.68
236.72,0:03:56,573.24
237.72,0:03:57,645.87
238.72,0:03:58,728.86
239.73,0:03:59,823.70
240.73,0:04:00,932.06
241.73,0:04:01,64.44
242.73,0:04:02,64.44
243.73,0:04:03,64.44
244.73,0:04:04,64.44
245.73,0:04:05,64.70
246.73,0:04:06,64.70
247.73,0:04:07,64.70
248.73,0:04:08,64.96
249.73,0:04:09,64.96
250.73,0:04:10,65.21
251.73,0:04:11,65.21
255.66,0:04:15,65.47
256.66,0:04:16,66.50
257.66,0:04:17,66.76
258.66,0:04:18,67.28
259.66,0:04:19,67.54
260.66,0:04:20,68.24
261.66,0:04:21,68.76
262.66,0:04:22,69.53
263.66,0:04:23,70.24
264.66,0:04:24,71.01
265.66,0:04:25,72.23
266.66,0:04:26,73.27
267.66,0:04:27,74.49
268.66,0:04:28,75.97
269.66,0:04:29,77.73
270.66,0:04:30,79.73
271.66,0:04:31,81.96
272.66,0:04:32,84.47
273.66,0:04:33,87.50
274.66,0:04:34,90.97
275.66,0:04:35,94.71
276.66,0:04:36,99.21
277.66,0:04:37,104.23
278.66,0:04:38,109.95
279.66,0:04:39,116.45
280.66,0:04:40,123.95
281.66,0:04:41,132.45
282.66,0:04:42,142.22
283.66,0:04:43,153.36
284.66,0:04:44,166.09
285.66,0:04:45,180.63
286.66,0:04:46,197.25
287.66,0:04:47,216.24
291.60,0:04:51,237.94
292.60,0:04:52,357.79
293.60,0:04:53,399.69
294.60,0:04:54,447.56
295.60,0:04:55,502.27
296.60,0:04:56,564.77
297.60,0:04:57,636.19
298.60,0:04:58,717.79
299.60,0:04:59,811.05
300.60,0:05:00,917.72
